SMILES,PAMPA,cluster,LogP,Num_Atoms,MolWt,MaxAbsPartialCharge,MinAbsPartialCharge,MaxPartialCharge,MinPartialCharge,NumRotatableBonds,NumAliphaticRings,NumAromaticRings,TPSA,Nchiral,NumHDonors,NumHAcceptors,t-SNE1,t-SNE2
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.34,1,3.133900000000007,50,696.45743364,0.34250668944498475,0.0016794722507609094,0.24546116054731962,-0.34250668944498475,12,2,1,139.44,4,2,6,11.805022,-14.631849
CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@H](C)C1=O,-5.31,1,2.4779000000000044,51,712.415962752,0.45359547490451757,0.010891709043009845,0.24564714864560083,-0.45359547490451757,11,3,1,166.69,4,3,8,-1.5905911,-15.82654
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-5.12,1,2.5003000000000055,49,682.441783576,0.34250586143308787,0.0016796288107185323,0.24555544220146577,-0.34250586143308787,8,2,1,148.23000000000002,6,3,6,19.81894,21.793789
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-5.6,1,2.491300000000008,56,779.49454742,0.3428000507863664,0.0016798283901974958,0.2456755440274391,-0.3428000507863664,8,3,1,168.54,7,3,7,35.227634,7.4461207
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.73,1,3.575900000000007,63,861.4788973560001,0.350975416880636,0.0016798283944581883,0.2456756645195106,-0.350975416880636,8,3,3,159.75,6,2,7,10.264895,-45.603916
CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc2cccc3ccccc23)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.99,1,3.808400000000015,81,1119.6368545400003,0.4583750977330724,0.0016717035705970625,0.3287088359497288,-0.4583750977330724,14,3,3,253.03999999999996,10,5,11,43.867916,-44.325413
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-6.03,1,2.9892000000000065,59,813.4788973560001,0.34279201694904105,0.0016798283901974958,0.24567554402744615,-0.34279201694904105,8,3,2,159.75000000000003,6,2,7,28.15629,-73.64208
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.93,1,3.22520000000001,58,807.525847548,0.3424960796265532,0.0016798283944608233,0.24567566483350906,-0.3424960796265532,10,3,1,159.75,6,2,7,11.317699,13.701937
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.38,1,3.7231000000000085,61,841.510197484,0.3424316641236185,0.0016796277936310454,0.24567546274948446,-0.3424316641236185,10,3,2,150.96,5,1,7,25.079735,-26.987686
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-5.33,1,2.833500000000009,57,793.510197484,0.3425042707155879,0.001679827385974629,0.24567566350750955,-0.3425042707155879,8,3,1,159.75000000000003,7,2,7,35.68138,14.000936
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,-6.04,1,2.6470000000000082,58,799.463247292,0.34279201694904105,0.0016798273817139374,0.24567554301544506,-0.34279201694904105,8,3,2,168.54,6,3,7,24.913054,-74.35959
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-5.63,1,3.3314000000000075,60,827.49454742,0.34218020649236697,0.0016798283944581883,0.2456756645195106,-0.34218020649236697,8,3,2,150.96,6,1,7,35.22153,-71.21112
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.75,1,4.348700000000008,66,903.525847548,0.3507303749743316,0.0016798283901875912,0.24567554276036238,-0.3507303749743316,10,3,3,177.33,7,4,7,15.840152,-51.434647
C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,-5.71,1,3.6518000000000033,57,770.37918332,0.3424318639455073,0.0016794292231999191,0.24564692976606733,-0.3424318639455073,8,2,4,130.65,3,1,6,14.108764,-39.91166
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-6.07,1,3.6344000000000047,56,764.426133512,0.3507303665513187,0.0016794722481811477,0.24564569788805032,-0.3507303665513187,10,2,3,148.23,4,3,6,16.75757,-32.020863
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.2,1,3.22520000000001,58,807.525847548,0.3424960796265532,0.0016798283944608233,0.24567566483350906,-0.3424960796265532,10,3,1,159.75,6,2,7,9.984009,14.037471
C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N1C,-7.79,1,3.7316000000000056,65,881.447597228,0.35097541688063594,0.0016796277936284097,0.24567546243548605,-0.35097541688063594,8,3,4,159.75,5,2,7,15.73347,-42.10858
CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-6.15,1,2.9892000000000083,59,813.4788973560001,0.34279177040517106,0.0016798283901974958,0.24567554402744615,-0.34279177040517106,8,3,2,159.75,6,2,7,30.45287,-71.67604
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-5.88,1,3.047700000000006,52,716.426133512,0.3427559810051525,0.0016794722481811477,0.24564713124957813,-0.3427559810051525,10,2,2,148.23,4,3,6,23.181505,-13.91492
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.56,1,4.104200000000008,63,869.5414976120001,0.35072402860720503,0.0016798283901875912,0.24567554276036238,-0.35072402860720503,10,3,2,168.54000000000002,7,3,7,21.578857,-63.50434
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-5.57,1,2.9892000000000065,59,813.4788973560001,0.34250586143538875,0.0016796277936284097,0.245675462435479,-0.34250586143538875,8,3,2,159.75,6,2,7,27.965792,-72.939095
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.29,1,3.567400000000011,59,821.5414976120001,0.3421802064923643,0.0016798283944608233,0.24567566483350906,-0.3421802064923643,10,3,1,150.96,6,1,7,8.207046,16.69647
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.46,1,4.766800000000005,61,826.441783576,0.35071991737040853,0.0016712898589154852,0.24564692976607239,-0.35071991737040853,10,2,4,139.44,4,2,6,13.6612425,-41.555225
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-6.26,1,2.540800000000008,56,779.49454742,0.3427559810074446,0.001679827385977265,0.24567566382150094,-0.3427559810074446,10,3,1,177.32999999999998,6,4,7,7.471498,7.195055
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.2,1,2.8920000000000066,50,696.45743364,0.34274793841506473,0.0016796718400882975,0.24555544220145367,-0.34274793841506473,10,2,1,148.23,5,3,6,22.174372,-1.4588203
CC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N1C,-5.38,1,1.9120000000000055,49,684.4210481319999,0.5079666451555881,0.0018843202960062287,0.24533974652606216,-0.5079666451555881,7,2,1,159.67000000000002,6,3,7,20.7918,16.919193
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.89,1,3.487100000000006,62,847.463247292,0.34218020649236697,0.0016798283944581883,0.2456756645195106,-0.34218020649236697,8,3,3,150.96,5,1,7,7.853891,-45.561375
CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.32,1,4.455400000000008,57,786.504383832,0.3507199159911186,0.001671490444969724,0.24555556370727769,-0.3507199159911186,10,2,2,139.44,6,2,6,10.772309,-70.70993
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-6.77,1,2.540800000000008,56,779.49454742,0.3427559810074446,0.001679827385977265,0.24567566382150094,-0.3427559810074446,10,3,1,177.32999999999998,6,4,7,7.119386,7.3360066
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-4.98,1,2.9982000000000033,52,716.426133512,0.34250586143308787,0.0016794292189319469,0.24564713226392743,-0.34250586143308787,8,2,2,139.44,5,2,6,7.3201666,-75.55534
CCCCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-4.92,1,3.586900000000008,54,754.499298452,0.37872781868083016,0.0016794722465388776,0.2454610406965291,-0.37872781868083016,16,2,1,157.45999999999998,4,3,7,9.588301,-15.562765
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-5.69,1,2.5003000000000064,49,682.441783576,0.34279607165353404,0.0016716812903467243,0.2455555626935919,-0.34279607165353404,8,2,1,148.23,6,3,6,19.696728,21.364283
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.43,1,3.0477000000000043,52,716.426133512,0.3427476915780361,0.0016796718400882975,0.24546107850722815,-0.3427476915780361,10,2,2,148.23,4,3,6,22.831991,-14.103725
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.21,1,2.8920000000000066,50,696.45743364,0.34274793841506473,0.0016796718400882975,0.24555544220145367,-0.34274793841506473,10,2,1,148.23,5,3,6,22.101849,-1.4901398
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.74,1,3.4697000000000093,61,841.510197484,0.3507303665513187,0.0016798283944608233,0.24567566483350206,-0.3507303665513187,10,3,2,168.54,6,3,7,32.12651,-26.573217
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-4.93,1,2.833500000000008,57,793.510197484,0.34279201694905553,0.0016798283901974958,0.24567554402744615,-0.34279201694905553,8,3,1,159.75,7,2,7,36.529385,12.481137
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.33,1,3.7231000000000085,61,841.510197484,0.3424316641236185,0.0016796277936310454,0.24567546274948446,-0.3424316641236185,10,3,2,150.96,5,1,7,25.351515,-26.699625
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.91,1,3.567400000000011,59,821.5414976120001,0.3421802064923643,0.0016798283944608233,0.24567566483350906,-0.3421802064923643,10,3,1,150.96,6,1,7,8.866442,16.433594
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-5.9,1,2.9892000000000065,59,813.4788973560001,0.34279201694904105,0.0016798283901974958,0.24567554402744615,-0.34279201694904105,8,3,2,159.75,6,2,7,27.432919,-73.51135
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-6.56,1,2.540800000000008,56,779.49454742,0.3427559810074446,0.001679827385977265,0.24567566382150094,-0.3427559810074446,10,3,1,177.32999999999998,6,4,7,7.097503,7.345391
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.65,1,2.883000000000009,57,793.510197484,0.3427479384173569,0.001679827385977265,0.24567566382150094,-0.3427479384173569,10,3,1,168.54,6,3,7,10.433311,10.241307
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,-5.45,1,3.5849000000000038,56,764.426133512,0.350723940086794,0.0016794292231853448,0.24564569788805032,-0.350723940086794,8,2,3,139.44,5,2,6,8.392624,-55.05893
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.73,1,3.22520000000001,58,807.525847548,0.3427479384173569,0.0016798283944608233,0.24567566483350206,-0.3427479384173569,10,3,1,159.75,6,2,7,8.534919,14.553935
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.39,1,3.7231000000000085,61,841.510197484,0.3424316641236185,0.0016796277936310454,0.24567546274948446,-0.3424316641236185,10,3,2,150.96,5,1,7,25.104094,-26.905573
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.53,1,3.22520000000001,58,807.525847548,0.3427479384173569,0.0016798283944608233,0.24567566483350206,-0.3427479384173569,10,3,1,159.75,6,2,7,6.7193947,14.54021
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.47,1,3.575900000000007,63,861.4788973560001,0.350975416880636,0.0016798283944581883,0.2456756645195106,-0.350975416880636,8,3,3,159.75,6,2,7,9.283334,-47.952347
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.81,1,2.883000000000009,57,793.510197484,0.34250427071885897,0.001679827385977265,0.245675663821508,-0.34250427071885897,10,3,1,168.54,6,3,7,12.276387,10.25607
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.03,1,2.8335000000000097,57,793.510197484,0.3424960782498592,0.0016798283944581883,0.2456756645195106,-0.3424960782498592,8,3,1,159.75,7,2,7,36.17557,12.885141
CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,-4.84,1,3.1847000000000074,51,710.473083704,0.34218040631464586,0.001679629823451933,0.24555556370736437,-0.34218040631464586,8,2,1,130.65,6,1,6,22.786968,28.126987
CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.6,1,3.3809000000000085,60,827.49454742,0.3425042707155879,0.001679827385977265,0.245675663821508,-0.3425042707155879,10,3,2,159.75,5,2,7,26.49288,-25.302513
CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.58,1,3.241900000000016,81,1117.6212044760002,0.4583750977330724,0.0016717035709807437,0.3287088359497288,-0.4583750977330724,15,3,3,253.03999999999996,10,5,11,42.785706,-44.10813
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.89,1,2.8920000000000075,50,696.45743364,0.3425042707188682,0.0016796718443239547,0.24546119835788982,-0.3425042707188682,10,2,1,148.23,5,3,6,22.532299,-0.20816153
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.86,1,2.149100000000008,55,765.4788973560001,0.3427920169533081,0.0016798273817139374,0.24567554301544506,-0.3427920169533081,8,3,1,177.33,7,4,7,32.342365,5.881028
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.31,1,3.7231000000000076,61,841.510197484,0.3421802064923643,0.0016798283944608233,0.24567566483350906,-0.3421802064923643,10,3,2,150.96,5,1,7,24.844734,-27.100443
