label,t-SNE1,t-SNE2
1,-2.2793427,6.4208736
1,-14.844354,3.3154202
1,-15.61772,10.199109
1,-6.2390423,0.39266065
1,-16.478397,9.793071
1,-2.3932054,-12.635666
1,-18.33316,6.487336
1,-14.411822,11.342667
1,-13.913148,3.3803184
1,-12.641871,10.627842
1,-3.8419096,7.3401165
1,-11.75685,3.8273754
1,7.6950574,-11.351232
1,-17.473246,8.732381
1,-11.853831,3.9972835
1,7.735991,-14.720927
1,3.9522922,-10.246992
1,-6.686574,6.93844
1,-17.569199,5.646082
1,8.228325,-11.975769
1,6.2638197,-9.228168
1,8.322878,-6.52912
1,-16.677761,11.054805
1,-19.088375,10.447114
1,8.276808,-7.1046863
1,-3.2340567,7.633163
1,-13.388474,0.87403816
1,6.6755977,-9.964175
1,-14.252453,11.152424
1,-8.9550295,-4.109856
1,-2.4068987,7.0539894
1,-12.565897,8.244286
1,-3.9506161,6.6568093
1,-17.37272,10.288822
1,-12.425892,8.316615
1,-2.8220143,6.75439
1,10.058391,-10.863608
1,-7.6106257,-2.114051
1,6.886658,-16.522602
1,9.8126545,-10.152119
1,-10.165517,0.5432368
1,-10.278212,1.1846629
1,-18.306356,10.747775
1,-12.246581,11.605697
1,0.32566208,9.205375
1,-15.216463,0.41783935
1,3.4678233,6.8694196
1,-8.96368,-2.1839664
1,5.208974,8.74062
1,-14.225906,-2.951767
1,-2.0281954,0.37670636
1,2.639537,1.2919842
1,13.712877,1.6127571
1,2.4004545,6.8921127
1,13.6097765,-0.10454206
1,-5.8507566,-4.720179
1,6.8402567,8.901702
1,15.702595,8.647376
1,9.713532,-4.7280955
1,16.133202,4.433227
1,1.184179,-4.507498
1,7.0167284,8.951777
1,-13.815063,-4.252497
1,-3.817179,-19.315327
1,3.0819097,7.5909705
1,3.0822291,7.591131
1,-13.837727,-4.205366
1,-12.191372,-3.0357852
0,11.703763,-4.5211854
0,-3.5916848,-14.516064
0,-19.681562,11.375567
0,5.4023843,-3.5362396
0,16.064379,-0.06690501
0,-4.59053,-5.8195567
0,10.063335,6.060156
0,11.75271,-2.3559105
0,8.289577,1.848236
0,13.315841,-1.9593582
0,-9.735433,-12.707446
0,-2.3903463,10.010735
0,-1.3135455,-16.29563
0,10.315336,4.337789
0,7.8770213,0.49921897
0,-6.2967944,-11.1663685
0,14.079912,7.1891427
0,5.420462,-1.4336112
0,12.285775,7.095025
0,16.04621,5.6885185
0,12.576319,6.307017
0,6.8345065,3.0354774
0,10.290421,8.238603
0,18.29529,-2.239161
0,-7.0001097,-11.652294
0,10.837282,5.903469
0,-18.600681,12.016398
0,15.344485,3.671787
0,-8.776696,11.119629
0,12.715876,5.540268
0,-6.1219115,12.019318
0,-11.102935,15.256799
0,10.444594,-2.376067
0,-19.509115,13.815333
0,0.021253848,-18.220566
0,17.364763,-7.1704245
0,-6.7772274,-13.44483
0,13.373951,8.492404
0,7.743701,4.0266695
0,-3.0089872,-10.407503
0,15.428027,6.4652085
0,-17.242218,12.063252
0,6.974425,-4.0768175
0,4.140511,-6.142525
0,3.8230379,-6.677411
0,10.948289,1.1187621
0,14.039547,-9.7942
0,-1.5211405,-17.624039
0,-14.701167,13.373261
0,-8.361608,-12.844533
0,-19.217484,13.081007
0,9.989045,-7.1808376
0,-5.4328303,-14.3491535
0,-9.126761,-9.938176
0,14.264664,3.1913366
0,-7.177584,11.409521
0,17.78282,-1.6290221
0,4.301616,-8.14543
0,9.423982,-7.9981103
0,-8.352747,-10.553325
0,-9.141338,-9.634956
0,-0.5653293,-18.808493
0,-9.610099,9.255595
0,-3.0813453,-10.693638
0,10.948608,-6.671934
0,-17.7456,11.489309
0,6.549175,-5.3813906
0,-1.1788783,-18.341484
0,5.303197,-0.63013875
0,7.17091,-5.4623103
0,-1.3592274,-17.743505
0,-10.720342,8.300508
0,-18.67201,11.697221
0,10.83348,-3.1517441
0,2.241173,-3.3256433
0,-0.76242906,2.4811535
0,-1.5678276,1.2752221
0,8.53901,-4.575808
0,-10.75976,2.244007
0,-5.8244615,-12.784307
0,-4.9167404,-6.6063995
0,9.876591,-2.9089658
0,3.1418815,-6.1288505
0,-15.288041,14.777744
0,8.549117,3.1863272
0,14.564256,-4.468498
0,10.947639,1.1271164
0,4.0473433,-7.9728203
0,4.891254,-6.3123493
0,-5.5435457,13.22461
0,8.760505,3.8995383
0,-5.7067356,12.951034
0,7.681787,-0.99125314
0,-9.480597,-11.418771
0,5.1037264,5.07909
0,9.400004,-7.792224
0,18.030724,6.4169083
0,7.0945377,-2.6974263
0,12.893393,-4.0662985
0,8.00867,-3.6928298
0,-0.7919605,10.300048
0,13.40789,-4.400117
0,-7.661016,-12.903279
0,2.952651,-6.9177647
0,14.386403,4.7367744
0,6.716765,-7.3407207
0,-3.710753,-7.017149
0,-4.7322135,13.882707
0,-14.76381,9.426393
0,-14.475345,6.660251
0,-2.529296,-14.880104
0,-9.320276,9.844961
0,14.367116,1.3555543
0,5.715693,-1.8296338
0,6.634543,0.64968956
0,-0.08694005,4.279149
0,-6.1091695,-14.459081
0,-16.626936,8.718448
0,10.350499,4.000025
0,-5.185452,-15.30405
0,9.024879,4.9501867
0,15.681483,-1.954209
0,17.350245,-7.15328
0,-9.186536,4.615625
0,16.391603,0.22775641
0,-3.626003,-19.33116
0,9.871684,-0.91988164
0,7.485398,2.1331043
0,-4.916197,-13.3256855
0,-5.065565,-13.153379
0,17.967867,-1.5204482
0,15.892112,1.8019948
0,6.577233,-7.898251
0,-6.3228436,-12.46433
0,-17.80865,13.048802
0,2.0820496,5.2797084
0,-1.5075233,8.684221
0,4.227759,-5.337612
0,-7.5913925,-11.925406
0,-5.1167994,-10.755945
0,-10.655413,15.861302
0,-17.203894,14.36697
0,15.250213,0.47358152
0,9.996537,-2.5039403
0,-9.912738,7.154138
0,17.945528,6.411677
0,7.909029,-1.7755008
0,8.757353,10.628343
0,-0.55187804,-17.931877
0,-6.384083,-14.862165
