label,t-SNE1,t-SNE2
0,-5.821765,-17.034082
0,63.16128,18.235212
0,67.93103,-3.8566968
0,37.000156,-25.603088
0,63.15153,18.243443
0,42.053604,11.415611
0,10.731051,-29.659344
0,1.7429028,-39.509243
0,3.198976,-40.165592
0,0.07689766,-23.076866
0,22.139103,-25.500114
0,3.5828412,-13.058717
0,1.5010611,-22.634605
0,-29.111368,-42.5421
0,-30.370798,-38.521633
0,2.7331316,-13.929162
0,-27.380705,44.677536
0,1.3683696,-17.14758
0,14.617101,-47.515205
0,-28.916176,-37.051643
0,14.600975,-47.497124
0,-5.9852014,-17.131721
0,-33.80327,-54.704113
0,4.7166023,-13.322123
0,23.286493,-23.424976
0,14.737332,-9.665647
0,-15.258286,-43.02313
0,-5.5123525,-16.81489
0,-27.975737,-43.25876
0,13.755297,-11.409741
0,-31.341127,-50.93027
0,51.29349,7.1200843
0,63.875633,4.773761
0,17.884157,3.6327336
0,43.33761,16.808004
0,3.5156598,-12.291441
0,57.247574,-25.867462
0,54.85546,-36.074707
0,-29.803825,-39.409916
0,-30.415993,-38.288357
0,10.329261,4.990071
0,1.60245,-12.636356
0,4.659266,-12.348421
0,8.033768,-0.11802058
0,9.852832,5.422497
0,-25.94131,-35.18616
0,13.48243,-44.58833
0,-21.271708,-42.035473
0,17.825962,3.3246856
0,13.116902,4.9381413
0,2.4779875,-23.254925
0,22.346603,-3.7823396
0,13.713656,-9.724093
0,8.130609,5.9024167
0,-1.1580802,-22.62233
0,1.2352552,-14.562784
0,-49.27155,-0.53046125
0,11.2247925,-45.22668
0,-1.2618194,-23.867971
0,-7.120726,-29.482105
0,-15.662,-43.778862
0,-13.247543,-22.115482
0,-24.383179,4.769957
0,39.09973,13.268381
0,4.2596903,-11.276551
0,83.636116,23.606009
0,20.797394,-24.406208
0,2.0252054,-20.29999
0,-1.3580538,-24.659754
0,7.6397557,-25.7031
0,-15.473393,-42.90953
0,-6.741903,-28.417583
0,-17.389233,-24.95246
0,82.27092,26.55136
0,-7.461153,-31.128435
0,3.1238015,-11.370567
0,-24.639456,-43.596317
0,10.845032,5.0613794
0,29.997213,-27.62593
0,32.024338,-34.02433
0,35.879787,-48.94685
0,6.921541,-21.199389
0,-7.2213163,-30.161804
0,-22.122341,-36.02048
0,13.359393,-42.480255
0,83.69025,24.020823
0,11.036205,-7.0636206
0,-25.323925,-38.67917
0,13.810863,-9.841542
0,-2.5873055,-28.729519
0,17.780497,3.3650577
0,-4.229687,-12.177229
0,-1.5154818,-24.04387
0,-22.551579,-31.069546
0,-5.9340973,-25.977259
0,31.838327,21.853785
0,85.13359,20.240414
0,-11.304105,-19.712618
0,29.105692,-12.518712
0,10.283202,-4.243016
0,81.905594,26.575994
0,27.873234,-21.356976
0,11.122997,9.909794
0,30.15147,10.093185
0,13.751294,-9.8041
0,-6.8708344,-30.730467
0,-25.073639,-38.530216
0,-23.999247,-41.34779
0,-5.3919244,-30.735098
0,35.955967,5.904256
0,29.722433,-25.456709
0,47.507122,-14.807169
0,82.99162,19.638205
0,44.270794,16.10632
0,84.00393,25.188955
0,2.7337275,-24.201603
0,12.487207,7.498038
0,-21.220707,-36.01818
0,10.367109,5.1832123
0,80.393776,27.342272
0,-8.701407,-30.103313
0,-24.303558,-38.31756
0,17.336868,-9.632195
0,-23.20974,6.152608
0,0.36365607,-16.374752
0,-20.955349,-35.99674
0,11.415668,-13.664006
0,5.64024,-42.996105
0,-5.195109,-24.145931
0,2.1634245,-12.689348
0,1.1644378,-14.682394
0,-11.389959,-20.205885
0,1.7701001,-17.686728
0,79.91694,27.335333
0,-4.9240737,-29.015907
0,82.13798,22.98113
0,82.85907,19.656017
0,0.6861482,-21.701986
0,12.8547325,-14.055089
0,-23.569086,-43.39188
0,-23.226812,-37.788685
0,83.43022,24.603558
0,-9.392382,-18.667456
0,3.1048102,-12.071036
0,-5.9333053,-29.081238
0,11.262677,-28.208672
0,31.205301,7.713587
0,-0.4801479,-25.315369
0,0.45698377,-23.49389
0,6.6797495,-21.898056
0,-21.655289,-40.94582
0,3.0438013,-11.378401
0,-17.390224,-24.9511
0,7.8521805,-0.5331642
0,39.21157,-38.067253
0,-25.165411,-42.550087
0,-31.97543,-7.970687
0,80.28766,27.20423
0,-4.39807,-25.353632
0,7.8578944,-0.6578533
0,27.379776,3.2573366
0,-4.3435383,-29.443747
0,14.911178,10.574152
0,85.02159,20.85796
0,-5.465999,-30.769949
0,-25.478157,-42.68938
0,20.838354,-24.427603
0,84.86955,24.239607
0,82.62861,19.640423
0,-25.103361,-36.775024
0,17.242704,2.1873505
0,11.79371,10.433023
0,-3.6285083,-27.215597
0,-4.832348,-16.358524
0,31.35214,14.043046
0,-16.359182,-42.974064
0,12.567737,9.071857
0,-17.734003,-37.057114
0,9.86738,9.981289
0,84.08081,19.793972
0,-8.086899,-32.70716
0,14.777737,-42.28729
0,10.691101,10.758624
0,83.92236,25.785921
0,-26.569967,-37.910294
0,83.709015,19.71662
0,17.419073,3.499823
0,20.026968,-24.38379
0,11.1862755,8.869087
0,8.053708,-0.06335109
0,-27.033045,-38.797226
0,-15.064028,-41.831413
0,79.372696,28.6406
0,-28.31151,-36.4277
0,12.328604,-13.845322
0,10.719237,5.793965
0,1.604858,-12.594836
0,-22.396187,-41.429245
0,-27.399261,44.73684
0,27.867786,-21.369526
0,6.8287654,-21.715616
0,56.657448,21.849443
0,-16.39552,-42.21281
0,84.47278,19.838139
0,30.345963,11.093455
0,-10.44738,-19.254637
0,20.75767,-24.420416
0,29.74788,-25.326471
0,-3.8764584,-28.60569
0,-8.535246,-30.047958
0,10.577495,5.2004094
0,-3.145082,-27.56667
0,-34.035656,-53.56459
0,-18.914389,-34.715126
0,-27.00686,-39.137436
0,-13.307707,-22.129398
0,2.3254972,-22.354
0,13.233231,-44.66588
0,82.717026,27.245543
0,11.877094,-13.252688
0,48.111324,-14.244478
0,-22.309048,-33.920147
0,83.95135,25.714388
0,80.598,27.84884
0,35.989494,-48.96461
0,-14.1908245,-42.474262
0,80.815445,27.937695
0,-20.658068,-32.836143
0,47.673435,-15.07865
0,14.149638,11.174508
0,80.748665,28.004204
0,-24.354082,-37.2858
0,6.7509937,-35.972694
0,83.5093,23.549967
0,-34.41475,-46.585598
0,-17.080458,-28.642015
0,6.758348,-21.591198
0,19.897442,-40.001537
0,-17.029638,-42.779972
0,-26.148376,-43.362823
0,-20.776722,-39.022305
0,82.69948,26.594118
0,-11.320834,26.40091
0,30.352167,10.427541
0,-17.959637,-37.63191
0,12.569899,-43.94701
0,-26.479834,-38.06763
0,84.13546,25.33373
0,11.293532,11.01819
0,-18.911417,-34.76139
0,11.147586,13.150295
0,-7.365685,-29.81659
0,10.443801,5.510497
0,-33.9282,-49.188187
0,-14.326796,-28.018188
0,49.303123,-16.271164
0,69.631775,1.2342178
0,15.562931,3.976483
0,82.25852,26.5671
0,80.336624,26.2155
0,83.61313,23.765907
0,-8.538343,-28.804333
0,9.904285,5.721268
0,-6.921897,-27.204247
0,56.73409,21.755098
0,-25.581905,-34.07867
0,7.8619823,-38.443264
0,12.581829,-13.946649
0,11.589409,12.51776
0,-7.260075,-28.219053
0,82.37591,26.651758
0,33.86376,11.525932
0,10.767473,12.692153
0,-24.227707,11.942909
0,10.788056,-18.497807
0,8.931591,4.9664116
0,44.020912,-34.108215
0,-16.906376,-34.969322
0,-21.206064,-42.103348
0,14.852432,7.1683598
0,11.005554,5.2289777
0,8.172545,-39.05525
0,-17.188152,-42.035114
0,11.946436,12.160562
0,-15.57256,-44.090836
0,-32.11127,-53.892807
0,20.570934,-42.935513
0,83.50233,23.793232
0,11.066142,10.778187
0,3.1150625,-22.313087
0,-26.86697,-39.687214
0,-13.39627,-40.767616
0,24.925125,-0.7046954
0,12.631438,-43.159584
0,-6.592466,-28.039865
0,83.57946,23.782951
0,27.405155,3.2862527
0,84.474815,20.440725
0,-7.1849895,-27.373964
0,3.0188596,-22.346737
0,35.829506,-1.5730512
0,-30.413462,-46.385044
0,84.52626,21.021248
0,27.36803,3.2472062
0,34.681732,-48.997963
0,-11.573227,-20.278765
0,4.501155,-12.638155
0,83.20641,23.49341
0,12.255324,12.253681
0,-5.854485,-25.936092
0,1.6139419,-20.939356
0,9.324182,-37.881966
0,-8.908359,-32.394573
0,10.600074,4.3018904
0,12.43746,12.257428
0,-25.504473,-35.899868
0,48.17724,-14.090086
0,5.635499,-42.990364
0,-9.106233,-31.255468
0,14.833402,7.1721363
0,49.32393,-16.277779
0,0.51878756,-23.537806
0,40.8704,25.795158
0,-33.67867,-54.69621
0,35.90717,-48.955467
0,-7.0691366,-28.135168
0,12.538986,11.824805
0,-15.644084,-42.90928
0,-9.864488,-31.780535
0,4.254846,-22.961983
0,3.9153366,-23.906942
0,31.122711,13.728736
0,13.821495,-10.258446
0,84.354385,21.18864
0,12.515654,-8.4374
0,-26.450533,-45.71298
0,49.120262,-16.056435
0,-7.110572,-27.405836
0,-34.005356,-53.64653
0,-16.798923,-43.12156
0,33.777718,17.14912
0,-26.12855,-45.44046
0,83.80345,24.989561
0,-6.8010645,-28.935095
0,24.073526,-16.09872
0,10.567931,4.816113
0,12.132754,10.424576
0,-16.565645,-42.975132
0,20.87065,-24.367817
0,-22.042265,-41.37662
0,-21.390486,-36.352962
0,-17.539059,-35.907764
0,-11.412408,-20.222075
0,12.322456,10.800033
0,-8.71112,-32.437515
0,12.122728,10.449941
0,35.931313,5.781432
0,34.157692,-12.415124
0,82.965225,24.711731
0,12.221709,12.47556
0,82.00095,25.78504
0,82.030556,25.835938
0,83.88602,20.963417
0,-10.288881,-22.03163
0,11.271966,10.5289135
0,85.475525,20.064974
0,-18.959381,-34.431732
0,11.6397705,12.85861
0,-5.3877044,-27.789495
0,10.843604,-18.446165
0,12.035193,-13.677384
0,81.029175,24.924818
0,31.174925,-5.8611884
0,47.226967,-14.711158
0,10.847857,10.986258
0,-15.314858,-41.352295
0,82.121254,19.686773
0,-10.237109,-19.13085
0,-25.78403,-43.180077
0,-20.958628,-35.72556
0,10.534624,11.131223
0,-27.189882,-39.210407
0,9.916455,9.523115
0,-13.233228,-22.03944
0,-10.373108,-21.989668
0,80.87278,28.048746
0,80.65668,29.24692
0,85.93382,20.356075
0,10.148027,5.9444056
0,82.53645,27.509918
0,-26.120146,-45.321144
0,-15.52464,-41.582127
0,-27.39982,44.725433
0,56.410595,22.125336
0,-27.393238,-38.57763
0,-20.21639,-32.597218
0,80.56891,28.265402
0,-10.4421,-19.23214
0,-11.407849,-20.062363
0,82.967896,27.692041
0,82.63653,27.057251
0,85.99132,20.103264
0,15.0247135,11.23458
0,-28.911314,-46.223637
0,-34.35557,-46.541504
0,-14.827121,-43.13213
0,45.583084,-14.315406
0,11.690834,12.968531
0,85.13076,19.87782
0,33.181015,-3.930564
0,5.5715823,-43.00106
0,41.104362,-40.77378
0,-0.10102309,-23.036325
0,11.193698,12.666015
0,20.72693,-24.43446
0,7.852018,-38.409405
0,19.382757,-9.790846
0,8.1376,0.0006878876
0,0.24898532,-16.65274
0,-16.408825,-42.109608
0,-8.335366,-29.403135
0,-13.549663,-42.45392
0,80.411705,27.969828
0,-21.315096,-41.897896
0,5.7578297,-35.504986
0,79.80949,29.06613
0,82.482544,27.167496
0,-21.292439,-32.459656
0,12.545885,10.454734
0,-26.831781,-40.78564
0,1.0912242,-14.828358
0,83.958405,21.46557
0,12.766381,10.767489
0,2.9971893,-23.653
0,46.469322,-14.899779
0,35.94653,5.857975
0,1.1961088,-21.273272
0,46.901127,-14.667973
0,80.08319,26.27642
0,81.70085,25.507994
0,6.277652,-30.195372
0,33.4721,8.279519
0,32.606663,11.03336
0,32.541714,11.058432
0,38.850243,18.02599
0,31.982141,17.946312
0,33.54543,9.897521
0,35.678326,10.679849
0,35.676098,10.674578
0,38.996944,19.699785
0,38.700047,5.5126915
0,33.698463,9.612676
0,27.603746,20.881758
0,27.647411,20.702099
0,31.408186,6.980083
0,33.53693,9.91062
0,32.558006,6.2646227
0,39.01122,18.073595
0,39.760536,18.627214
0,28.054317,20.439611
0,28.022215,20.784754
0,36.306263,-37.381283
0,27.935797,22.60751
0,29.291962,22.290936
0,27.12819,21.33028
0,33.589664,8.361987
0,43.466152,-5.4173512
0,14.547533,-31.386288
0,31.994354,7.52456
0,41.774532,15.24787
0,37.383694,16.04948
0,33.67807,10.08069
0,33.524055,9.850759
0,32.633533,6.291946
0,17.46763,-1.895394
0,25.310286,-19.707954
0,32.506474,5.8636665
0,41.99889,12.393898
0,33.506104,9.8390255
0,35.965405,14.702121
0,35.95633,14.696503
0,27.621578,20.82037
0,27.207636,21.273653
0,32.245354,7.1133976
0,33.693947,9.780259
0,31.89135,7.3232675
0,39.646484,18.555588
0,34.2197,9.970417
0,33.827705,10.235532
0,33.669117,9.755708
0,32.79248,7.8692636
0,33.39344,17.495134
0,27.576494,21.249352
0,33.44233,23.527586
0,34.49753,22.34119
0,41.91199,12.417306
0,65.295845,-4.2750406
0,49.24152,13.059053
0,32.196293,17.89919
0,65.0688,-8.567749
0,66.72864,10.817528
0,66.72359,10.834157
0,4.5552225,-11.289927
0,4.597982,-11.185047
0,37.282043,-35.230145
0,25.30003,-19.727152
0,-24.594694,-32.273296
0,-24.293064,-32.909016
0,-20.794762,-39.036102
0,3.8573768,-40.404118
0,18.256908,-47.487305
0,3.8686652,-40.425926
0,3.5363142,-40.84188
0,3.9351099,-39.891888
0,4.5765834,-38.90031
0,10.148651,-28.15622
0,8.877439,1.886058
0,8.961753,2.322633
0,-1.0327854,-13.643136
0,-15.379199,-31.11241
0,-15.380204,-31.131054
0,-15.379526,-31.156017
0,-18.440208,-42.63745
0,4.1887636,-12.685892
0,-14.600948,-21.541204
0,-14.566409,-21.329992
0,-14.75897,-21.846916
0,-14.456226,-20.12697
0,-7.823765,-33.209724
0,3.7077534,-39.501026
0,3.9609478,-39.865997
0,3.9594643,-39.764214
0,-10.639659,-20.574802
0,23.40817,-3.4301367
0,-28.28751,-44.108616
0,10.218332,-36.52582
0,18.245611,-47.48303
0,3.8603513,-40.456047
0,6.310825,6.669298
0,10.06857,-31.386446
0,56.875004,-11.742513
0,49.7443,19.995073
0,17.974508,-31.86621
0,45.745476,11.681842
0,21.781906,-40.070267
0,39.59642,-2.445562
0,40.67698,-20.449816
0,33.37086,-37.341305
0,50.647606,-40.419426
0,48.730198,18.283556
0,18.543077,-43.538025
0,48.48742,-35.898624
0,45.41113,25.250143
0,45.411274,25.241606
0,16.501055,-3.0967884
0,27.388687,-4.69676
0,61.42261,-31.018972
0,15.351298,-27.017931
0,59.96817,-33.03389
0,34.418648,4.040844
0,57.77163,-7.398385
0,61.1583,-21.308695
0,38.696747,-18.825209
0,44.38387,-39.628807
0,58.833607,-13.978834
0,52.704556,-20.174696
0,25.574596,-6.800793
0,51.44903,-8.078507
0,29.545023,-31.225224
0,30.785812,-29.20151
0,7.732871,-41.39862
0,33.061077,-9.718415
0,62.521168,8.7605
0,52.128593,-38.586002
0,35.34875,7.480272
0,30.160892,-19.07035
0,68.6604,3.8055952
0,39.68349,4.8408155
0,33.665375,-42.283794
0,53.404392,-28.827105
0,56.22437,12.740879
0,10.1314335,-41.510616
0,32.400745,-21.857542
0,47.976624,-5.7686653
0,45.922527,-37.837997
0,29.902954,-38.597054
0,62.83752,-31.896933
0,48.594166,3.6883774
0,48.48087,9.251723
0,24.960537,-11.69528
0,23.943962,-12.166377
0,26.602066,-7.464492
0,15.114033,-5.8923635
0,23.954569,-12.181625
0,55.534794,-24.281006
0,26.4676,-7.449133
0,26.702019,-7.489297
0,27.279905,-45.35099
0,48.575146,8.026474
0,14.893009,-14.828892
0,46.584454,20.94627
0,25.728754,-44.978855
0,25.621931,-44.585323
0,30.468287,-29.482498
0,39.79471,-37.54392
0,50.785496,-46.84981
0,50.793877,-46.85748
0,50.78708,-46.851856
0,44.9764,0.35718948
0,27.107777,-25.167894
0,27.092693,-25.173626
0,27.096739,-25.167452
0,27.095089,-25.169508
0,-6.8146763,-13.188618
0,-14.108439,-21.472609
0,-0.17678906,-12.834999
0,-14.421413,-20.209072
0,-27.536928,-38.152634
0,25.456078,15.381344
0,-24.840015,-40.243355
0,-22.276485,-34.027607
0,0.631095,-22.268574
0,-20.321558,-35.21042
0,-0.74844617,-22.247005
0,-23.08838,-43.42869
0,-22.4459,-43.248642
0,25.43817,15.356306
0,25.44461,15.362905
0,27.111542,-25.207151
0,-25.249037,-35.99282
0,-25.448317,-35.81322
0,-0.13966928,-12.991714
0,-0.97065836,-13.606221
0,-0.75360024,-13.443889
0,-1.2342144,-13.728852
0,-32.98675,-53.00304
0,-32.77518,-52.561787
0,-33.018948,-52.957016
0,-6.8451724,-13.193987
0,-21.1474,-35.784996
0,10.086657,-31.4092
0,-24.615501,-32.23937
0,-33.796032,-54.273907
0,23.008436,-4.610344
0,3.2278104,-40.184856
0,1.560619,-39.43413
0,9.620438,-27.733435
0,-16.265345,-29.304514
0,-7.378803,-33.68819
0,-17.804798,-32.04026
0,-8.3883295,-18.417076
0,9.776109,-44.46141
0,21.471527,-28.532202
0,44.53086,-24.086237
0,49.05684,-13.306107
0,19.794392,-14.594892
0,-7.662292,-33.525185
0,8.960383,2.2963777
0,8.980339,2.3220558
0,57.36557,0.20945257
0,32.258396,7.340109
0,41.307133,-26.349436
0,20.692219,-34.310795
0,52.974373,-18.319387
0,24.029114,-44.35584
0,40.841446,-33.468246
0,45.013966,-45.06145
0,61.654408,-13.623053
0,46.472355,9.116746
0,30.26983,-43.38132
0,30.36331,-30.014215
0,60.5662,-13.212943
0,23.908358,-6.685763
0,14.944726,-34.341045
0,16.549734,-3.0669622
0,21.99379,-46.051765
0,54.65037,-0.094437495
0,57.622787,12.145101
0,28.670864,-45.439278
0,59.356174,-24.75822
0,59.259,-24.708002
0,59.357586,-24.656136
0,50.84303,-29.23803
0,38.405605,-17.688524
0,43.211945,-20.860886
0,18.51858,-41.965904
0,16.599194,-15.164423
0,18.117819,-32.794556
0,18.235847,-32.8046
0,17.986774,-33.5091
0,44.868847,-27.081377
0,53.148994,17.713217
0,27.190266,-34.321873
0,51.38446,-21.591362
0,42.428562,-42.585052
0,51.32988,-32.891407
0,45.79482,-32.612392
0,67.98763,-1.2965051
0,58.25742,-35.69285
0,59.558334,-21.502634
0,50.04382,17.700932
0,42.547325,-32.9679
0,66.46595,-17.697866
0,38.802708,-44.768745
0,39.780483,18.000353
0,28.17998,-2.1127973
0,17.390593,-2.1834123
0,15.752578,-27.238861
0,11.2154875,-28.236088
0,47.334606,-38.95572
0,43.03932,-40.254814
0,63.456856,-28.24971
0,63.183613,11.238021
0,37.640198,-13.224567
0,53.47891,7.2899895
0,43.007717,12.425301
0,54.218918,2.5805209
0,44.378513,-43.597633
0,55.397797,-33.64973
0,26.986198,23.561342
0,59.801945,-36.822666
0,41.752243,7.764342
0,51.155567,-24.735098
0,47.897102,-1.2810556
0,48.408672,-21.533094
0,30.597748,-30.207565
0,55.46228,-16.214699
0,22.68984,-12.441114
0,15.862269,-28.352753
0,15.544474,-4.435467
0,49.278625,-25.449495
0,19.464605,-14.28078
0,59.682148,-38.053703
0,19.359238,-14.261418
0,22.487719,-45.77873
0,33.74245,20.14461
0,36.429962,-21.836102
0,34.53578,3.7626977
0,14.944916,-14.7453785
0,41.464584,-17.963957
0,44.473255,-25.618801
0,49.8128,20.053158
0,40.16986,-0.16717926
0,26.635225,-29.04496
0,9.133512,-37.696213
0,58.57568,-5.833203
0,34.87648,-7.623798
0,63.95822,-6.536066
0,64.74122,6.772937
0,59.327003,-25.644009
0,32.87888,-45.275875
0,41.11908,-12.935849
0,17.649294,-42.599937
0,22.495487,-39.913853
0,24.241894,-7.1575246
0,54.69487,-12.203889
0,60.283775,12.358072
0,44.33679,-42.76422
0,8.556982,-42.369934
0,40.674007,-5.224386
0,21.473972,-9.595943
0,21.344103,-9.805364
0,30.593355,22.805214
0,51.370686,8.977724
0,50.03548,-21.690758
0,37.20983,-27.400476
0,41.292152,-29.404644
0,53.921867,-24.551994
0,40.518467,-6.749121
0,54.75802,-18.140795
0,59.546288,4.7894263
0,57.363968,15.793694
0,57.588623,-25.357243
0,59.60838,17.172695
0,30.440933,23.891283
0,59.70765,14.906632
0,49.954456,15.01203
0,65.550606,6.717377
0,34.36094,-4.055569
0,56.068653,8.082206
0,26.179638,-37.29182
0,61.618004,4.4136853
0,40.65237,-23.125408
0,10.069969,-41.137543
0,65.44627,3.963387
0,33.4475,-4.289398
0,16.973265,-33.657574
0,54.38011,-21.406834
0,26.191038,-36.57505
0,55.222458,17.468668
0,64.469826,6.3663864
0,58.742413,14.898158
0,52.821003,-21.810966
0,50.30187,-23.32777
0,61.044243,-25.944489
0,61.301632,9.806419
0,51.21661,-30.633654
0,20.774149,-31.301437
0,48.52101,-8.550982
0,48.492546,18.406166
0,32.07391,-35.750835
0,55.21199,-36.02414
0,63.385086,4.269458
0,53.762653,-9.281448
0,48.293354,-40.217827
0,47.540287,-26.441904
0,23.503347,-38.19548
0,26.563774,-3.9102266
0,40.238537,5.258148
0,18.260124,-36.87984
0,49.28033,22.580557
0,60.99483,-18.294132
0,20.393145,-42.62052
0,58.5458,11.437153
0,46.874485,-32.218437
0,23.46524,-13.301076
0,57.932594,16.49859
0,63.58875,4.3540707
0,52.26783,-26.908426
0,65.8454,3.2240214
0,42.183704,-26.823385
0,12.441964,-36.914417
0,19.073723,-37.874485
0,38.200573,-8.264208
0,56.69617,0.12811755
0,56.38374,-13.997514
0,13.976203,-35.400127
0,29.780544,20.45942
0,48.40986,4.9665284
0,44.809086,-4.0376163
0,44.734962,22.555956
0,17.931776,-30.359684
0,42.347534,-3.0957115
0,37.78451,-5.3321366
0,44.803444,-26.94093
0,13.466862,-39.624557
0,43.133034,-43.919968
0,53.6598,4.752851
0,45.37862,-30.424593
0,42.45839,-32.87273
0,28.19498,-10.811148
0,35.34602,-21.895174
0,14.012164,-43.754333
0,60.08671,-32.970127
0,38.916008,-40.751747
0,22.068907,-6.6924844
0,20.768637,-38.362064
0,8.966927,-42.887794
0,42.64273,-28.606117
